"Marital_status","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Gender","Scholarship_holder","Age_at_enrollment","International","Unemployment_rate","Inflation_rate","GDP","Target","PAM_1500"
"1","9556","1",1,133.1,"1","9","6",100,"1","0","0","1",25,"0",8.9,1.4,3.51,"Graduate",NA
"1","9238","1",1,131,"1","5",NA,120.2,"1","0","0","1",19,"0",13.9,-0.3,0.79,"Enrolled",NA
"2","33","1",1,120,"1","9","5",153.8,"0","0","1","0",35,"0",11.1,0.6,2.02,"Dropout",NA
"1","9500","1",1,133,"1","9","5",120.1,"1","0","0","1",19,"0",13.9,-0.3,0.79,"Graduate",1
"1","9670","1",1,133,"1","9","9",128.1,"1","0","1","1",18,"0",13.9,-0.3,0.79,"Dropout",2
"1","9500","1",1,143,"1","3","10",126.8,"0","0","1","0",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,140,"1","9",NA,125.7,"1","0","1","1",19,"0",7.6,2.6,0.32,"Enrolled",1
"1","9070","1",1,157,"1","3","3",146.2,"0","0","1","0",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9130","1",19,133.1,"1","9","2",140,"1","0","1","0",24,"0",16.2,0.3,-0.92,"Dropout",NA
"1","8014","0",1,145,"6",NA,NA,134.5,"1","0","1","0",25,"1",9.4,-0.8,-3.12,"Graduate",2
"1","9119","1",1,130,"1","9","3",137,"1","0","1","0",28,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9085","1",1,111,"1","5","9",107.5,"0","0","1","1",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9119","1",1,116,"1","9",NA,112.2,"0","0","1","0",19,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9130","1",10,133.1,"1",NA,NA,128.2,"0","0","1","1",30,"0",9.4,-0.8,-3.12,"Dropout",2
"1","9500","1",1,135,"1","4","5",126.8,"1","0","1","0",19,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9147","1",1,145,"1","4","4",132.1,"1","0","1","0",21,"0",11.1,0.6,2.02,"Dropout",NA
"1","171","1",1,118,"1","3","5",110,"0","0","1","0",19,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9003","1",1,130,"1","9","5",100,"0","0","1","0",29,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9670","1",1,115,"1","9","9",114.3,"0","0","1","0",18,"0",12.4,0.5,1.79,"Dropout",2
"1","9147","1",1,122,"1","4","5",116.4,"0","0","1","0",21,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9070","1",1,120,"1","3","1",116.9,"0","0","1","0",20,"0",13.9,-0.3,0.79,"Dropout",2
"1","9991","0",1,120,"1","5","3",128.2,"0","0","1","0",24,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9773","1",1,120,"1","2","5",127,"1","0","1","0",18,"0",8.9,1.4,3.51,"Dropout",NA
"1","9003","1",1,140,"1","4","2",140,"1","0","1","0",23,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9147","1",1,127,"1","1","6",120,"1","0","1","0",19,"0",8.9,1.4,3.51,"Graduate",NA
"1","9254","1",3,110,"1","3","3",110,"0","0","1","0",35,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9500","1",1,148,"1","9","9",127,"1","0","1","0",20,"0",10.8,1.4,1.74,"Graduate",1
"2","9238","1",42,170,"1",NA,NA,159.5,"0","0","1","0",33,"0",8.9,1.4,3.51,"Dropout",2
"1","9773","1",1,146,"1","4","1",135.2,"1","0","1","0",18,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9773","1",1,127,"1","4","4",122.8,"1","0","1","0",20,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9773","1",1,125,"1","2","3",118,"1","0","1","0",19,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9773","1",1,139,"1","4","4",123.6,"1","0","1","0",18,"0",7.6,2.6,0.32,"Dropout",NA
"1","9991","0",1,133.1,"1",NA,"9",111,"0","0","1","0",28,"0",8.9,1.4,3.51,"Dropout",NA
"1","9147","1",1,146,"1","1","5",144.6,"0","0","1","0",18,"0",16.2,0.3,-0.92,"Graduate",2
"1","9773","1",1,109,"1","3","3",111.8,"1","0","1","0",25,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9238","1",1,135,"1","4","6",122.1,"0","1","1","0",19,"0",8.9,1.4,3.51,"Dropout",NA
"1","9070","1",1,122,"1","5","5",119.9,"0","0","1","0",18,"0",9.4,-0.8,-3.12,"Graduate",2
"1","9003","1",3,130,"1","6","2",130,"1","0","1","0",29,"0",13.9,-0.3,0.79,"Graduate",2
"1","171","1",1,124,"1","3","2",118.4,"1","0","1","0",18,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9254","1",1,115,"1","4","5",112.6,"0","0","1","1",20,"0",8.9,1.4,3.51,"Graduate",NA
"1","9003","1",39,150,"1","2","6",150,"0","0","1","0",20,"0",15.5,2.8,-4.06,"Dropout",2
"1","9070","1",1,170,"1","2","2",165.8,"1","0","1","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9254","1",1,102,"1","2","2",101.7,"1","0","1","1",21,"0",12.4,0.5,1.79,"Graduate",NA
"1","9254","1",1,140,"1","2","2",124.3,"0","0","1","0",18,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9119","1",1,135,"1",NA,NA,122.1,"1","0","1","0",20,"0",7.6,2.6,0.32,"Graduate",NA
"1","8014","0",1,148,"1","9","9",134.7,"0","0","0","0",23,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9991","0",1,140,"1","9",NA,154.5,"0","0","0","0",26,"0",16.2,0.3,-0.92,"Dropout",2
"1","9670","1",1,147,"1",NA,NA,128.8,"0","0","0","0",19,"0",9.4,-0.8,-3.12,"Dropout",2
"1","9556","1",1,140,"1","9","9",106,"1","0","0","1",24,"0",8.9,1.4,3.51,"Dropout",NA
"1","9670","1",1,157,"1","9",NA,146.2,"1","0","0","1",20,"0",11.1,0.6,2.02,"Graduate",1
"1","9991","0",1,120,"1","9","3",116.9,"1","0","0","0",26,"0",10.8,1.4,1.74,"Dropout",1
"1","9147","1",12,133.1,"1",NA,"9",118.2,"0","0","0","0",31,"0",10.8,1.4,1.74,"Dropout",1
"2","9500","1",1,140,"1","9","10",105.7,"1","0","0","0",27,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9085","1",1,130,"1","9","9",126.9,"0","0","0","0",24,"0",11.1,0.6,2.02,"Graduate",NA
"1","9085","1",39,150,"1",NA,NA,150,"1","0","0","0",23,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9500","1",1,115,"1","9",NA,108.4,"1","0","0","1",20,"0",13.9,-0.3,0.79,"Graduate",1
"1","9500","1",1,118,"1","5","5",114.2,"1","0","0","0",20,"0",11.1,0.6,2.02,"Graduate",1
"1","9500","1",1,130,"1","9","4",140,"1","0","0","0",24,"0",12.7,3.7,-1.7,"Graduate",NA
"2","9147","1",1,130,"1","9","9",142.5,"0","0","0","0",39,"0",11.1,0.6,2.02,"Enrolled",NA
"1","9773","1",1,130,"1","3","9",126.5,"1","0","0","0",18,"0",12.7,3.7,-1.7,"Graduate",1
"1","9085","1",1,120,"1","9","9",111.3,"0","0","0","0",20,"0",11.1,0.6,2.02,"Dropout",1
"1","9500","1",1,130,"1","4","3",125.1,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9500","1",1,141,"1","9",NA,126.3,"1","0","0","0",19,"0",15.5,2.8,-4.06,"Graduate",1
"1","9085","1",1,138,"1","4","9",142.2,"1","0","0","0",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9670","1",1,113,"1","9","9",110.2,"1","0","0","0",22,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9500","1",1,135,"1","4","4",127,"1","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9238","1",1,137,"1","4","9",128.6,"0","0","0","1",18,"0",12.4,0.5,1.79,"Graduate",NA
"4","9991","0",1,133.1,"1","9","9",130.4,"0","0","0","0",30,"0",12.7,3.7,-1.7,"Enrolled",2
"2","9238","1",12,100,"1","9","9",134.4,"0","0","0","0",34,"0",7.6,2.6,0.32,"Graduate",NA
"1","8014","0",19,133.1,"1","9","9",100,"0","0","0","0",38,"0",13.9,-0.3,0.79,"Dropout",2
"1","9500","1",1,142,"1",NA,NA,133,"1","0","0","1",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9853","1",1,140,"1","5",NA,126.7,"1","0","0","0",19,"0",10.8,1.4,1.74,"Dropout",NA
"1","9773","1",1,129,"1","4",NA,129,"0","0","0","0",21,"0",10.8,1.4,1.74,"Dropout",NA
"1","9773","1",1,141,"1","2","2",133.7,"1","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9085","1",1,118,"1","4",NA,122.2,"1","0","0","1",20,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9147","1",1,131,"1","5","5",128.9,"0","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9070","1",1,161,"1","5","5",154.4,"1","0","0","0",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9556","1",2,130,"1","9","9",130,"1","0","0","1",36,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9147","1",1,121,"1","6",NA,113,"1","0","0","1",18,"0",13.9,-0.3,0.79,"Graduate",1
"1","9130","1",6,133.1,"1","4",NA,123.3,"1","0","0","1",21,"0",7.6,2.6,0.32,"Dropout",NA
"1","9130","1",39,130,"1","9","2",130,"1","0","0","1",21,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9085","1",1,133.1,"41","4","2",101.3,"0","0","0","0",18,"1",11.1,0.6,2.02,"Graduate",NA
"1","9670","1",1,120,"1","4","5",113.7,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,140,"1","9",NA,138.8,"1","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",1
"2","9003","1",19,133.1,"1","9","4",140,"0","0","0","0",29,"0",11.1,0.6,2.02,"Graduate",1
"1","9147","1",39,130,"1","9","3",130,"0","0","0","1",20,"0",11.1,0.6,2.02,"Graduate",NA
"1","9500","1",1,140,"1","9","9",132.5,"1","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9085","1",1,124,"1","4","10",117.4,"1","0","0","0",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9147","1",1,115,"1","3",NA,109.8,"1","0","0","1",19,"0",8.9,1.4,3.51,"Graduate",NA
"1","8014","0",1,100,"1","9","4",116.5,"0","0","0","0",37,"0",8.9,1.4,3.51,"Dropout",NA
"1","9085","1",1,162,"1","9","9",165.2,"1","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9853","1",1,121,"1",NA,NA,113,"1","0","0","0",21,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9238","1",1,125,"1",NA,NA,123.3,"0","0","0","1",19,"0",12.4,0.5,1.79,"Graduate",1
"1","9670","1",1,123,"1","3","1",116.7,"0","0","0","0",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"2","9991","0",39,140,"1","9","5",110,"0","0","0","1",35,"0",12.7,3.7,-1.7,"Enrolled",2
"2","9500","1",1,133.1,"1","9",NA,118.9,"0","0","0","0",30,"0",13.9,-0.3,0.79,"Dropout",2
"1","9773","1",1,120,"1",NA,NA,103.6,"1","0","0","0",27,"0",9.4,-0.8,-3.12,"Dropout",NA
"2","9254","1",1,136,"1","9","9",122.7,"0","0","0","1",45,"0",7.6,2.6,0.32,"Dropout",1
"2","8014","0",1,133.1,"1","9","9",113.5,"0","0","0","1",50,"0",12.7,3.7,-1.7,"Graduate",NA
"4","9147","1",1,110,"1","9","9",128.2,"0","0","0","0",41,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,120,"1","9","6",120,"1","0","0","0",26,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9003","1",19,133.1,"1","9","9",130,"0","0","0","0",44,"0",11.1,0.6,2.02,"Dropout",NA
"5","9147","1",40,110,"1","9","9",110,"0","0","0","0",23,"0",15.5,2.8,-4.06,"Graduate",2
"1","33","1",1,130,"1","9","9",117.7,"0","0","0","0",34,"0",11.1,0.6,2.02,"Dropout",NA
"1","9147","1",1,102,"1","9","9",99.6,"1","0","0","1",21,"0",11.1,0.6,2.02,"Graduate",NA
"1","9147","1",1,127,"21","3","3",117.9,"1","0","0","0",22,"1",7.6,2.6,0.32,"Dropout",NA
"4","8014","0",1,133.1,"1","9",NA,113,"0","0","0","1",32,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9556","1",1,137,"41",NA,NA,124.4,"1","0","0","0",20,"1",15.5,2.8,-4.06,"Graduate",1
"2","8014","0",3,130,"1",NA,NA,140,"0","0","0","0",59,"0",10.8,1.4,1.74,"Dropout",NA
"2","9147","1",42,130,"1",NA,NA,132.4,"0","0","0","0",30,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9254","1",1,131,"1","9","9",124,"1","0","0","1",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"2","9991","0",1,162,"1","9","6",132,"0","0","1","0",25,"0",7.6,2.6,0.32,"Enrolled",NA
"4","9991","0",1,140,"1","5","5",149.8,"0","0","1","0",36,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9556","1",43,160,"1","9","9",160,"0","0","1","0",36,"0",11.1,0.6,2.02,"Dropout",2
"1","9670","1",1,117,"1",NA,"1",114.6,"0","0","1","0",19,"0",10.8,1.4,1.74,"Dropout",NA
"1","9991","0",1,150,"1","4","6",120,"0","0","1","0",25,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9003","1",19,133.1,"1","9",NA,100,"0","0","1","0",35,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9238","1",1,125,"1","5","5",128.5,"0","0","1","0",20,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9003","1",1,130,"1","9",NA,113,"1","0","1","0",35,"0",15.5,2.8,-4.06,"Dropout",2
"1","9238","1",1,170,"1",NA,NA,150.8,"1","0","0","0",27,"0",7.6,2.6,0.32,"Dropout",NA
"1","9500","1",1,132,"1","9","5",130.8,"1","0","0","0",18,"0",10.8,1.4,1.74,"Enrolled",1
"1","9500","1",1,133.1,"1","9","10",114.5,"0","0","0","0",23,"0",16.2,0.3,-0.92,"Enrolled",2
"1","8014","0",1,120,"1","5","10",114.8,"1","0","0","0",19,"0",10.8,1.4,1.74,"Graduate",1
"1","9500","1",1,126,"1",NA,NA,126.2,"1","0","0","1",18,"0",11.1,0.6,2.02,"Enrolled",NA
"1","9500","1",1,130,"1","3",NA,129,"0","0","0","0",26,"0",12.4,0.5,1.79,"Dropout",NA
"1","9238","1",1,133.1,"1","9",NA,110.5,"0","0","0","0",19,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9500","1",1,141,"1",NA,NA,132.5,"1","0","0","0",19,"0",12.7,3.7,-1.7,"Dropout",NA
"1","171","1",1,138,"1","5","1",130.7,"1","0","0","0",18,"0",13.9,-0.3,0.79,"Dropout",1
"1","9500","1",1,130,"1","9",NA,130.4,"1","0","0","1",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9500","1",1,128,"1","9",NA,124.3,"1","0","0","1",19,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9085","1",1,135,"1","9","9",132.6,"1","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","8014","0",39,150,"1","9",NA,146.7,"0","0","0","1",21,"0",12.4,0.5,1.79,"Graduate",NA
"1","9773","1",1,135,"1","3","5",130.1,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Graduate",1
"2","9254","1",3,120,"1","9","3",120,"1","0","0","0",33,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","8014","0",3,120,"1","5","3",121.3,"0","0","0","0",32,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9500","1",1,140,"1","1","4",133.3,"1","0","0","1",17,"0",9.4,-0.8,-3.12,"Graduate",1
"2","9500","1",1,140,"1","9",NA,110.5,"0","0","0","0",31,"0",12.7,3.7,-1.7,"Dropout",2
"2","8014","0",1,140,"1","9",NA,102.5,"0","0","0","1",32,"0",15.5,2.8,-4.06,"Graduate",2
"1","9085","1",1,156,"1","3",NA,150.9,"1","0","0","0",18,"0",11.1,0.6,2.02,"Dropout",1
"1","9070","1",12,133.1,"1","3",NA,106.6,"0","0","0","0",31,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9254","1",1,120,"1","9","10",118.3,"0","0","1","0",20,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9991","0",1,100,"1","1","1",117.9,"0","0","1","0",40,"0",10.8,1.4,1.74,"Dropout",NA
"2","9991","0",1,120,"1","9","9",135,"1","0","1","0",32,"0",7.6,2.6,0.32,"Graduate",NA
"1","9119","1",3,120,"1","1","1",120,"0","0","1","0",40,"0",12.7,3.7,-1.7,"Dropout",NA
"1","171","1",1,172,"1","4","9",167.1,"0","0","1","1",18,"0",16.2,0.3,-0.92,"Graduate",2
"1","9991","0",1,120,"1","9","9",115.8,"0","0","1","0",28,"0",12.7,3.7,-1.7,"Dropout",2
"1","9070","1",1,137,"1","3","1",141.2,"1","0","1","0",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9773","1",1,117,"1","5","9",118.4,"0","0","1","1",19,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9147","1",1,142,"1",NA,NA,134.3,"0","1","1","0",21,"0",10.8,1.4,1.74,"Dropout",NA
"1","9147","1",1,135,"1",NA,"4",128.7,"1","0","1","0",22,"0",7.6,2.6,0.32,"Dropout",NA
"1","9119","1",1,115,"1","3","3",116.1,"1","0","1","0",18,"0",12.4,0.5,1.79,"Dropout",1
"1","171","1",1,110,"1","5","2",100,"1","0","1","0",27,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","171","1",1,123,"1","2","2",118.8,"0","0","1","0",19,"0",8.9,1.4,3.51,"Enrolled",1
"2","9991","0",1,140,"1","9","9",130,"1","0","1","0",30,"0",9.4,-0.8,-3.12,"Graduate",2
"1","9130","1",39,150,"1","4","1",150,"0","0","1","0",28,"0",16.2,0.3,-0.92,"Dropout",NA
"5","9119","1",1,120,"1","9","9",116,"0","0","1","1",34,"0",9.4,-0.8,-3.12,"Enrolled",2
"1","9147","1",1,110,"1","4","4",99,"0","0","1","0",21,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9238","1",1,133,"1","9","9",132,"0","0","1","1",20,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9254","1",1,110,"1","9","9",125,"0","0","1","0",31,"0",7.6,2.6,0.32,"Dropout",NA
"1","9119","1",1,126,"1","9","9",116.2,"0","0","1","0",21,"0",7.6,2.6,0.32,"Dropout",NA
"1","9670","1",19,133.1,"1",NA,NA,100,"1","0","1","0",27,"0",7.6,2.6,0.32,"Dropout",NA
"1","9773","1",1,136,"1","9","9",132.9,"1","0","1","0",19,"0",7.6,2.6,0.32,"Graduate",1
"1","9773","1",1,129,"1","2",NA,132.5,"1","0","1","0",21,"0",10.8,1.4,1.74,"Enrolled",1
"1","9003","1",39,140,"1","4","4",140,"1","0","1","0",21,"0",16.2,0.3,-0.92,"Dropout",2
"1","9670","1",1,160,"1",NA,NA,100.1,"0","0","1","0",35,"0",7.6,2.6,0.32,"Dropout",2
"1","9085","1",1,133.1,"1",NA,NA,128.2,"0","0","1","0",28,"0",7.6,2.6,0.32,"Dropout",2
"1","9670","1",1,140,"1","4","3",133.4,"0","0","1","0",24,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9773","1",1,142,"1","5","10",136.1,"1","0","1","0",19,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9670","1",1,138,"1","4",NA,123,"0","0","1","0",20,"0",13.9,-0.3,0.79,"Enrolled",NA
"1","9070","1",1,131,"1","4","4",130.3,"1","0","1","1",20,"0",16.2,0.3,-0.92,"Graduate",2
"1","9119","1",1,160,"1","9","6",153.7,"0","0","1","0",19,"0",9.4,-0.8,-3.12,"Enrolled",2
"1","9085","1",1,110,"1","5","6",142.5,"0","0","1","0",37,"0",8.9,1.4,3.51,"Dropout",NA
"1","9254","1",1,124,"1","9",NA,114.6,"1","0","1","0",19,"0",7.6,2.6,0.32,"Dropout",NA
"1","9500","1",1,120,"1","9",NA,108.5,"0","0","1","0",36,"0",13.9,-0.3,0.79,"Dropout",2
"1","9147","1",12,133.1,"1","9","9",140,"0","0","1","0",29,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9003","1",1,133.1,"1","9","4",120,"0","0","1","0",30,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9670","1",19,133.1,"1","3","10",120,"0","0","1","0",32,"0",11.1,0.6,2.02,"Dropout",2
"1","8014","0",1,123,"1","2","9",127.6,"1","0","1","0",26,"0",10.8,1.4,1.74,"Enrolled",NA
"2","9003","1",39,140,"1","4",NA,140,"0","0","1","0",37,"0",16.2,0.3,-0.92,"Dropout",2
"1","9119","1",1,138.7,"1","4","3",111.3,"0","0","1","0",27,"0",13.9,-0.3,0.79,"Dropout",2
"1","9773","1",1,131,"1","5",NA,131,"1","0","1","1",18,"0",13.9,-0.3,0.79,"Graduate",2
"1","9500","1",1,149,"1","9","9",139.5,"0","0","1","1",18,"0",9.4,-0.8,-3.12,"Graduate",2
"2","9003","1",19,133.1,"1","4","1",110,"0","0","1","0",32,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9119","1",39,130,"1","3","4",130,"0","0","1","0",20,"0",12.4,0.5,1.79,"Enrolled",2
"1","9003","1",1,120,"1","1","2",115,"0","0","1","0",22,"0",16.2,0.3,-0.92,"Dropout",2
"4","9500","1",1,133.1,"1","3","3",154.3,"0","0","0","0",32,"0",12.4,0.5,1.79,"Dropout",1
"1","9147","1",1,143,"1","9","9",135,"1","0","0","0",21,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9670","1",1,126,"1","4",NA,115.2,"0","0","0","0",19,"0",10.8,1.4,1.74,"Dropout",NA
"1","9773","1",1,125,"1","9","9",130.6,"1","0","0","1",18,"0",8.9,1.4,3.51,"Graduate",NA
"1","9147","1",1,123,"1","9",NA,117.4,"1","0","0","1",18,"0",8.9,1.4,3.51,"Graduate",1
"1","9147","1",2,150,"1","2","5",150,"1","0","0","0",38,"0",15.5,2.8,-4.06,"Dropout",1
"1","9853","1",1,132,"1",NA,NA,131.3,"1","0","0","0",21,"0",7.6,2.6,0.32,"Dropout",1
"1","9238","1",1,133,"1","5","5",120.4,"0","0","0","0",21,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9991","0",1,122,"1","9","3",113.6,"0","0","1","0",26,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9500","1",1,137,"1","9","3",125,"1","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",NA
"1","9500","1",1,145,"1","9","9",132.3,"1","0","0","1",19,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9254","1",1,150,"1","9","10",142.7,"0","0","0","0",18,"0",7.6,2.6,0.32,"Dropout",NA
"1","9147","1",3,130,"1","9","9",130,"0","0","0","0",25,"0",12.7,3.7,-1.7,"Dropout",2
"1","9500","1",1,136,"1","5","4",120.8,"1","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",NA
"1","9254","1",1,131,"1","9","9",130.3,"1","0","0","1",18,"0",13.9,-0.3,0.79,"Graduate",1
"1","9147","1",1,130,"1","9",NA,119.9,"0","0","0","1",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9238","1",1,108,"1","9",NA,110.5,"1","0","0","1",22,"0",12.4,0.5,1.79,"Graduate",NA
"1","9003","1",39,160,"1","6","6",160,"1","0","0","0",21,"0",15.5,2.8,-4.06,"Graduate",1
"1","9085","1",1,113,"1","9","9",118.6,"1","0","0","1",21,"0",8.9,1.4,3.51,"Graduate",NA
"1","9853","1",1,113,"1","3",NA,112.3,"0","0","0","1",20,"0",11.1,0.6,2.02,"Graduate",NA
"2","9147","1",1,137,"1","9","9",124.4,"0","0","0","0",19,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9500","1",1,148,"1","9","3",125,"1","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9500","1",1,130,"1","9",NA,105.8,"0","0","0","0",26,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9147","1",2,133.1,"1",NA,NA,121.5,"1","0","0","0",31,"0",7.6,2.6,0.32,"Dropout",1
"1","9238","1",1,138,"1","9",NA,134.2,"1","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",NA
"4","9147","1",3,130,"1","5","5",130,"0","0","0","0",35,"0",11.1,0.6,2.02,"Dropout",NA
"1","9085","1",1,127,"1","9","9",122.8,"1","0","0","0",19,"0",12.7,3.7,-1.7,"Enrolled",NA
"1","9238","1",1,115,"1",NA,NA,108.7,"0","0","0","1",19,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9500","1",1,147,"1","4","3",136.7,"0","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9085","1",1,132,"1","4","9",119.1,"0","0","0","0",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","171","1",1,146,"1","9","5",151.3,"1","0","0","1",19,"0",8.9,1.4,3.51,"Graduate",NA
"1","9238","1",1,109,"1","5","5",108.3,"0","0","0","1",21,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9853","1",1,133,"1","9","9",127.4,"0","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9500","1",1,124,"1","4","9",124,"0","0","0","0",23,"0",9.4,-0.8,-3.12,"Graduate",2
"1","9070","1",1,133.1,"1","9","9",155,"0","0","0","1",21,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9147","1",1,121,"1","9","9",114,"0","0","0","1",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9147","1",1,129,"1","3",NA,118.9,"1","0","0","0",19,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9085","1",42,160,"1","4","9",160,"1","0","0","0",20,"0",8.9,1.4,3.51,"Graduate",NA
"1","9147","1",1,131,"1","2","9",126.1,"0","0","0","0",18,"0",16.2,0.3,-0.92,"Enrolled",NA
"1","9500","1",1,150,"1","9",NA,136.5,"1","0","0","1",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"2","9500","1",1,130,"1","4","4",122.3,"0","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",1
"1","9070","1",1,133.1,"1","5","5",128,"0","0","0","1",21,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9238","1",1,154,"1","9","9",156.5,"1","1","0","1",18,"0",12.7,3.7,-1.7,"Graduate",1
"1","9670","1",1,126,"1",NA,NA,125.7,"0","0","0","0",20,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9773","1",1,150,"1","9","5",143,"0","0","0","0",18,"0",12.7,3.7,-1.7,"Graduate",2
"1","9500","1",1,141,"1","9",NA,131.9,"1","0","0","1",18,"0",15.5,2.8,-4.06,"Graduate",1
"2","9991","0",1,134,"1","9","9",113.7,"0","0","0","0",32,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","171","1",1,146,"1","3","3",155.1,"1","0","0","0",18,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9853","1",1,134,"1","9","9",121.1,"1","0","0","0",19,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9500","1",1,139,"1","9","3",130.3,"1","0","0","1",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,136,"1","4","5",123.3,"0","0","0","0",18,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9773","1",1,110,"1","3","5",117.4,"1","0","0","0",20,"0",11.1,0.6,2.02,"Graduate",NA
